date,dayOfWeek,dayOfMonth,month,year,reports,dewp,slp,stp,visib,wdsp,mxpsd,gust,max,min,prcp
06/03/2020,6,06,03,2020,709,24.9,1023.1,0.1,9.6,16.2,24.1,34,45,32,0
07/03/2020,7,07,03,2020,591,21.4,1033.1,9.2,10,7.4,15,27,52,23,0
08/03/2020,1,08,03,2020,640,23.8,1024.1,0.9,10,14.7,20,32.1,66,39.9,0
09/03/2020,2,09,03,2020,571,38.9,1018,995.3,9.1,14.2,20,35,62.1,46.9,0.01
10/03/2020,3,10,03,2020,565,39.2,1020.7,995.7,8.2,10.4,19,32.1,55,36,0.86
11/03/2020,4,11,03,2020,591,31,1019.6,996.3,7.9,5,8.9,999.9,44.1,34,0
12/03/2020,5,12,03,2020,634,34.7,1010.8,988,8,7.5,12,22,55.9,36,0
13/03/2020,6,13,03,2020,679,26.9,1018.1,994.4,9.6,14.8,21,28.9,55,34,0
14/03/2020,7,14,03,2020,621,21.6,1032,8.5,9.5,9.5,15.9,20,45,33.1,0
15/03/2020,1,15,03,2020,595,25.3,1036.7,12.8,9.9,10.3,14,18.1,39,33.1,0
16/03/2020,2,16,03,2020,530,30.4,1029.3,4.9,8.6,5.5,8.9,999.9,41,32,0
17/03/2020,3,17,03,2020,579,29.4,1024.3,0.9,7.2,7.6,14,999.9,48,37,0.01
18/03/2020,4,18,03,2020,533,29.8,1023.1,999.2,7.5,6.3,11.1,999.9,45,37.9,0
19/03/2020,5,19,03,2020,476,44.9,1017.8,992.8,3.9,7.9,13,21,61,39.9,0.53
20/03/2020,6,20,03,2020,505,43.3,1017.2,992.8,9.6,12.9,19,27,63,34,0.27
21/03/2020,7,21,03,2020,441,18.4,1035.4,11.6,10,10.5,15,21,34,28.4,0.01
22/03/2020,1,22,03,2020,379,22.2,1033.9,8.7,8.4,6.7,12,20,36,27,0
23/03/2020,2,23,03,2020,397,32.9,1023,999.8,4.5,3.7,7,999.9,44.1,32,0.2
24/03/2020,3,24,03,2020,425,33.2,1020.7,997.8,7,4.9,11.1,17.1,46,33.1,0.07
25/03/2020,4,25,03,2020,439,37,1014.9,991.8,7.7,5.3,11.1,22.9,55.9,32,0
26/03/2020,5,26,03,2020,426,43.9,1010.2,987.7,8.5,8.4,14,21,54,41,0
27/03/2020,6,27,03,2020,427,41.2,1012.6,989.5,5.1,9,12,999.9,51.1,37,0
28/03/2020,7,28,03,2020,471,48.7,1005.5,983.8,5.7,6.8,13,21,60.1,45,0.59
29/03/2020,1,29,03,2020,502,44.2,1001.4,979.1,9.4,17.6,28,44.1,66.9,44.1,0.21
30/03/2020,2,30,03,2020,451,34.4,1018,994.9,10,13.2,22.9,33,50,41,0.01
31/03/2020,3,31,03,2020,389,33.6,1019.6,996,9.8,9.9,13,18.1,43,37,0
01/04/2020,4,01,04,2020,545,35.9,1018.8,995.6,10,8,12,999.9,53.1,39,0
02/04/2020,5,02,04,2020,376,34.4,1021.6,998.5,10,4.1,11.1,15.9,59,30.9,0
03/04/2020,6,03,04,2020,509,37.2,1018.3,995.7,10,6.1,12,21,70,46,0
04/04/2020,7,04,04,2020,451,40.3,1018.1,995.8,9.3,8.2,13,999.9,63,39,0.07
05/04/2020,1,05,04,2020,409,29.1,1022.5,999.3,10,7.7,15,20,50,36,0.01
06/04/2020,2,06,04,2020,452,37.2,1019.4,996.3,10,5.6,12,21,64.9,36,0
07/04/2020,3,07,04,2020,458,56.6,1007.7,986.1,9.1,7.3,17.1,27,80.1,55.9,0.24
08/04/2020,4,08,04,2020,445,51.9,1005.8,983.8,7.1,6.6,20,33,78.1,50,0.31
09/04/2020,5,09,04,2020,429,29.6,1007.5,985.1,10,15.5,24.1,38.1,54,39.9,0.23
10/04/2020,6,10,04,2020,429,23.2,1015.9,992.9,10,10.4,15,21,51.1,34,0
11/04/2020,7,11,04,2020,450,28.8,1012.9,990.2,10,6.7,13,27,64.9,41,0
12/04/2020,1,12,04,2020,386,46,1004.8,982.6,9.6,8.9,14,28.9,66,48.9,0.16
13/04/2020,2,13,04,2020,399,34.1,1005.5,983.4,9.5,15.1,25.1,36.9,60.1,36,0.08
14/04/2020,3,14,04,2020,370,17.6,1022.2,998.8,10,12.7,22,31.1,41,30,0.04
15/04/2020,4,15,04,2020,416,19.1,1019.7,995.9,7.9,7.5,13,20,39.9,28,0.01
16/04/2020,5,16,04,2020,408,14.4,1025.2,1.7,10,8.1,13,20,46,28,0.02
17/04/2020,6,17,04,2020,425,28.2,1020.9,997.1,6.7,6.8,12,19,44.1,33.1,0.21
18/04/2020,7,18,04,2020,464,31.1,1015.3,992.1,10,11.6,21,35,59,33.1,0.07
19/04/2020,1,19,04,2020,345,33,1008.7,986.3,10,11.1,17.1,29.9,62.1,45,0
20/04/2020,2,20,04,2020,506,30.8,1007.8,985.1,10,8.1,21,35,64.9,36,0
21/04/2020,3,21,04,2020,422,22.2,1009.4,987.3,9.8,14.4,19,39,60.1,37,0.03
22/04/2020,4,22,04,2020,431,27.1,1014.4,991.4,9.9,6.1,9.9,19,61,39,0
23/04/2020,5,23,04,2020,442,43.2,1007.1,984.5,9,5.3,11.1,17.1,62.1,45,0.01
24/04/2020,6,24,04,2020,440,40.9,1010.7,988.3,5.1,8,11.1,999.9,48.9,42.1,0
25/04/2020,7,25,04,2020,400,40.1,1014.3,991.4,7.5,10,19,26,46.9,43,0.11
26/04/2020,1,26,04,2020,423,33.8,1018.2,995.4,9.9,10.6,15.9,27,62.1,42.1,0.46
27/04/2020,2,27,04,2020,402,34,1019.2,996.5,9.9,7.8,19,28.9,68,39,0
28/04/2020,3,28,04,2020,469,54.9,1010.7,988.2,7.8,7.4,15.9,27,75.9,53.1,0.54
29/04/2020,4,29,04,2020,424,54.8,999.5,977.2,6,9,22.9,28,66,48,0.96
30/04/2020,5,30,04,2020,426,40.7,1006.1,983.6,7.4,15,20,32.1,54,42.1,1.64
01/05/2020,6,01,05,2020,592,35.1,1015.9,993.3,10,3.7,8.9,999.9,66.9,37,0.08
02/05/2020,7,02,05,2020,494,45.9,1011.7,989.6,10,10.2,15.9,25.1,79,57.9,0
03/05/2020,1,03,05,2020,491,38.9,1012.1,990.3,10,8,13,19,73,55.9,0
04/05/2020,2,04,05,2020,438,33.5,1018.9,996.4,10,12.8,19,26,72,41,0
05/05/2020,3,05,05,2020,445,37.8,1016,993,9.8,8.8,14,18.1,48,42.1,0.06
06/05/2020,4,06,05,2020,463,25.6,1018.7,995.9,10,6.8,11.1,14,61,37.9,0.17
07/05/2020,5,07,05,2020,420,34.2,1015.2,992.7,10,9.9,19,28,66,48,0
08/05/2020,6,08,05,2020,445,26.5,1015.9,993.3,10,12.3,19,29.9,50,39,0
09/05/2020,7,09,05,2020,465,21.7,1022.7,999.4,10,8,17.1,25.1,59,30.9,0
10/05/2020,1,10,05,2020,473,34.9,1016.2,993.2,9.3,10.4,19,27,57.9,37,0
11/05/2020,2,11,05,2020,452,33.9,1022.6,999.4,10,6,9.9,18.1,50,37,0.42
12/05/2020,3,12,05,2020,455,30.3,1022.8,999.9,10,7.4,13,21,62.1,39,0
13/05/2020,4,13,05,2020,522,28.3,1023.1,0.5,10,9.9,17.1,22.9,69.1,45,0
14/05/2020,5,14,05,2020,469,54.5,1015.5,992.1,7.5,8.7,14,22,73,55,0.12
15/05/2020,6,15,05,2020,553,61.2,1010.7,988.7,7.8,7.1,14,25.1,75,60.8,1.91
16/05/2020,7,16,05,2020,578,49.6,1017.6,995.5,10,8.2,14,999.9,70,52,0.02
17/05/2020,1,17,05,2020,441,57.5,1011.7,988.8,4.8,8.5,15,24.1,68,53.1,1.02
18/05/2020,2,18,05,2020,502,58.5,1006.4,984.1,7.4,6.1,12,999.9,66.9,55.9,3.18
19/05/2020,3,19,05,2020,474,54.2,1012.3,989.8,3.8,11.1,17.1,24.1,61,52,0.13
20/05/2020,4,20,05,2020,543,51.2,1018.6,996.6,10,10.8,15.9,22,64.9,55,0
21/05/2020,5,21,05,2020,496,50,1019.2,997,10,6.8,12,17.1,68,55.9,0
22/05/2020,6,22,05,2020,539,55.7,1016.9,994.9,7.1,3.9,9.9,999.9,70,55.9,0
23/05/2020,7,23,05,2020,555,58.1,1013.5,991.4,9.2,7.2,15.9,25.1,81,55,0
24/05/2020,1,24,05,2020,566,64.1,1011.3,989.9,10,4.9,9.9,15.9,89.1,64,0.34
25/05/2020,2,25,05,2020,644,64.5,1012.8,991.4,10,7.9,12,22,88,70,0
26/05/2020,3,26,05,2020,578,64.7,1013.9,992.4,10,6.8,15.9,24.1,89.1,70,0
27/05/2020,4,27,05,2020,569,65,1012.6,991.2,10,6.2,11.1,18.1,87.1,72,0
28/05/2020,5,28,05,2020,554,65.7,1010.4,988.9,9.9,8.1,19,26,82.9,70,0.02
29/05/2020,6,29,05,2020,583,55.4,1012.7,990.8,9.7,9.1,18.1,24.1,75.9,61,0.26
30/05/2020,7,30,05,2020,925,47.8,1020.3,998.3,10,6.9,12,19,72,55,0.01
31/05/2020,1,31,05,2020,1899,40.6,1026,3.7,10,8.4,12,15.9,66,52,0
01/06/2020,2,01,06,2020,951,42.5,1022.8,0.4,9.9,8.3,15.9,27,77,55,0
02/06/2020,3,02,06,2020,681,57.3,1012.2,990.6,10,12.8,19,27,93.9,66.9,0.01
03/06/2020,4,03,06,2020,622,62,1009.2,988,10,8.4,15,21,91.9,70,0
04/06/2020,5,04,06,2020,530,63.1,1007,985.7,9.9,6.6,20,25.1,86,68,0.01
05/06/2020,6,05,06,2020,546,64.6,1009,987.8,10,6.6,12,20,89.1,71.1,0
06/06/2020,7,06,06,2020,532,55.8,1015.2,993.9,9.6,8.2,13,18.1,88,66.9,0
07/06/2020,1,07,06,2020,558,51.5,1018,996.1,10,7.4,11.1,17.1,79,59,0
08/06/2020,2,08,06,2020,526,52.2,1014.1,992.5,10,7.6,13,19,91,64.9,0
09/06/2020,3,09,06,2020,498,58.8,1004.8,983.2,9.3,12.3,26,40,91,73.9,0
10/06/2020,4,10,06,2020,503,67.7,997.6,976.7,9.8,13.9,24.1,38.1,84,66.9,0.45
11/06/2020,5,11,06,2020,557,50.8,1015.3,992.9,9.6,12,20,31.1,82.9,59,0.03
12/06/2020,6,12,06,2020,606,50.6,1022.7,0.9,10,5.8,13,20,81,61,0
13/06/2020,7,13,06,2020,505,45.7,1024.9,2.6,10,12.2,15.9,21,66.9,54,0.07
14/06/2020,1,14,06,2020,540,43.1,1026.6,4.3,10,9.5,13,21,70,55.9,0
15/06/2020,2,15,06,2020,578,44,1027.4,5.1,10,7.4,12,19,73,55,0
16/06/2020,3,16,06,2020,554,51.1,1025.5,3.4,10,5.6,13,18.1,84,59,0
17/06/2020,4,17,06,2020,607,53.9,1021,999.3,10,5.4,13,17.1,86,64.9,0
18/06/2020,5,18,06,2020,601,52.1,1016.7,995.3,10,5.6,13,20,87.1,64,0
19/06/2020,6,19,06,2020,606,56.1,1014.5,993.2,10,4.2,12,15.9,93,69.1,0
20/06/2020,7,20,06,2020,655,60.1,1012.8,991.5,9.9,7.6,19,29.9,91,73,0
21/06/2020,1,21,06,2020,595,65.8,1011.1,989.8,9.4,6.7,14,27,82.9,70,0.38
22/06/2020,2,22,06,2020,673,66,1009.6,987.8,9.8,6.6,13,22,86,69.1,0
23/06/2020,3,23,06,2020,580,59.1,1006.5,985,9.2,10.1,15.9,22.9,79,63,0.58
24/06/2020,4,24,06,2020,584,55.6,1009.8,988.2,10,6.1,15.9,27,79,61,0
25/06/2020,5,25,06,2020,615,53.5,1012.5,990.9,10,6.8,9.9,18.1,84,63,0.07
26/06/2020,6,26,06,2020,558,61.8,1012.4,991.1,9.8,5.4,14,20,84.9,70,0
27/06/2020,7,27,06,2020,579,69.3,1008.1,986.9,9.5,8,26,42,88,71.6,1.56
28/06/2020,1,28,06,2020,630,69.4,1007.8,986.7,10,5.9,11.1,999.9,86,72,0
29/06/2020,2,29,06,2020,556,67.8,1010.7,989.5,10,5.9,15,22,93,73,0.14
30/06/2020,3,30,06,2020,573,69.9,1011.5,990.5,9.7,5.6,14,17.1,89.1,72,0.28
01/07/2020,4,01,07,2020,726,66.1,1011.6,990.3,9.7,7.4,13,20,88,73.9,0
02/07/2020,5,02,07,2020,641,62,1015,993.8,10,5.9,11.1,15.9,90,72,0
03/07/2020,6,03,07,2020,688,60.4,1016.1,994.9,9.9,4.6,11.1,15.9,89.1,69.1,0
04/07/2020,7,04,07,2020,743,65.3,1015.2,994,9.8,4.9,11.1,999.9,90,72,0
05/07/2020,1,05,07,2020,726,63.9,1014.2,992.9,8.9,5,9.9,15,90,73,0
06/07/2020,2,06,07,2020,634,61.9,1014,992.9,10,3.6,9.9,999.9,93.9,75.9,0
07/07/2020,3,07,07,2020,561,65.4,1013.1,992,10,5.9,13,999.9,93.9,77,0
08/07/2020,4,08,07,2020,555,67.6,1012.5,991.4,10,4.8,20,39,91.9,75,0.01
09/07/2020,5,09,07,2020,561,67.1,1010.1,989,9.9,7,15,22.9,93,75.9,0
10/07/2020,6,10,07,2020,672,67.4,1008.3,987,8.7,11.3,20,29.9,89.1,70,0.51
11/07/2020,7,11,07,2020,630,62.4,1011,989.7,10,7.9,13,20,84.9,71.1,0.24
12/07/2020,1,12,07,2020,600,63.3,1009.5,988.3,10,7.9,17.1,24.1,84,70,0.04
13/07/2020,2,13,07,2020,666,59.1,1014.4,992.8,10,5.6,11.1,999.9,81,64,0
14/07/2020,3,14,07,2020,606,58.1,1015.4,994,10,6.7,13,24.1,84.9,66.9,0
15/07/2020,4,15,07,2020,611,64.5,1014.2,992.9,9.9,7.2,11.1,14,87.1,73,0
16/07/2020,5,16,07,2020,597,66,1014.3,992.6,8.1,8.8,15,22.9,84,68,0.82
17/07/2020,6,17,07,2020,660,64.6,1018.5,997,10,6,12,17.1,88,68,0
18/07/2020,7,18,07,2020,650,71.7,1014.1,992.9,10,9.1,15,24.1,91,75.9,0
19/07/2020,1,19,07,2020,627,71.7,1009.4,988.3,9.6,12.4,28,48,88,71.1,0.05
20/07/2020,2,20,07,2020,651,60.9,1014,992.6,10,5.8,9.9,999.9,87.1,66.9,0.56
21/07/2020,3,21,07,2020,635,63.8,1015.2,993.7,10,7.3,8.9,19,81,73,0
22/07/2020,4,22,07,2020,611,69.2,1012.7,991.4,9.8,7.2,12,18.1,84.9,71.6,0.06
23/07/2020,5,23,07,2020,567,60.1,1016.8,995.4,10,5.7,11.1,999.9,84,64.9,0
24/07/2020,6,24,07,2020,631,64.3,1019.7,998.1,10,5.7,9.9,15,84.9,66,0
25/07/2020,7,25,07,2020,653,65.6,1018.4,997,9.5,4.9,8.9,18.1,90,69.1,0
26/07/2020,1,26,07,2020,662,69.8,1015.1,993.8,10,9.6,15.9,26,95,75,0
27/07/2020,2,27,07,2020,620,70.4,1011.8,990.8,10,7.7,21,29.9,91,75,0.04
28/07/2020,3,28,07,2020,626,59.2,1012.9,991.6,10,7.7,15,21,88,69.1,0.17
29/07/2020,4,29,07,2020,622,64.6,1011.7,990.4,10,9.3,13,19,91,72,0
30/07/2020,5,30,07,2020,607,61.4,1011.3,990.1,10,10.8,15.9,24.1,82.9,75.9,0
31/07/2020,6,31,07,2020,633,59.7,1012.9,991.5,10,9.5,15.9,17.1,81,70,0
01/08/2020,7,01,08,2020,712,61.6,1011.5,990,10,6.5,9.9,999.9,79,72,0
02/08/2020,1,02,08,2020,568,63.3,1009.7,988.3,9.2,6.7,15,21,84.9,64.9,0.21
03/08/2020,2,03,08,2020,609,61.8,1014.8,993,10,8.1,15.9,999.9,73,64.9,0.09
04/08/2020,3,04,08,2020,545,50.3,1017,995.1,10,10.2,15,20,73.9,59,0
05/08/2020,4,05,08,2020,578,49.9,1018.8,996.9,10,5.6,9.9,999.9,75.9,57,0
06/08/2020,5,06,08,2020,607,53.4,1018.8,997.1,10,4.8,8,999.9,80.1,64.9,0
07/08/2020,6,07,08,2020,596,56,1019.6,998,9.9,4.7,11.1,15.9,84,62.1,0
08/08/2020,7,08,08,2020,671,59.2,1019,997.5,10,7.8,13,24.1,87.1,66.9,0
09/08/2020,1,09,08,2020,655,67.6,1016.3,994.9,10,9.9,15.9,24.1,90,72,0
10/08/2020,2,10,08,2020,951,71.2,1012.5,991.2,9.8,8.5,33,62.9,90,71.1,0
11/08/2020,3,11,08,2020,597,59.4,1013.5,992,10,7.3,9.9,20,82,66,0.32
12/08/2020,4,12,08,2020,604,57.2,1017.6,996,10,4.6,11.1,15.9,82.9,63,0
13/08/2020,5,13,08,2020,650,61.1,1017.8,996.3,10,5.4,9.9,14,84,70,0
14/08/2020,6,14,08,2020,645,60.6,1015.5,994.1,10,7.1,11.1,15.9,88,71.1,0
15/08/2020,7,15,08,2020,627,64,1012.7,991.4,10,4.8,9.9,18.1,89.1,70,0
16/08/2020,1,16,08,2020,670,57,1014.6,993.2,10,8.3,13,999.9,82.9,64.9,0
17/08/2020,2,17,08,2020,642,54.2,1014.8,993.3,10,4.8,8,999.9,84,69.1,0
18/08/2020,3,18,08,2020,619,53.4,1015.7,994.2,10,8.4,15.9,21,79,70,0
19/08/2020,4,19,08,2020,629,52.7,1017.8,996.1,10,5.5,8.9,15,79,61,0
20/08/2020,5,20,08,2020,641,51.9,1015.7,994.1,10,4.9,8.9,15.9,84.9,62.1,0
21/08/2020,6,21,08,2020,657,56.3,1013.2,991.8,10,4.5,8,999.9,87.1,64.9,0
22/08/2020,7,22,08,2020,644,58.5,1012.6,991.3,10,6.2,13,18.1,88,66.9,0
23/08/2020,1,23,08,2020,626,61,1013.4,992.1,10,7.3,13,21,90,70,0
24/08/2020,2,24,08,2020,637,66.2,1013.9,992.7,10,6.7,11.1,20,96.1,72,0
25/08/2020,3,25,08,2020,640,64.3,1015.2,994.2,10,7.3,15,31.1,91,77,0
26/08/2020,4,26,08,2020,652,67.6,1014,992.7,10,8.7,15.9,22,93.9,75,0
27/08/2020,5,27,08,2020,590,69.4,1010.3,989.3,10,9.9,15.9,24.1,95,75.9,0
28/08/2020,6,28,08,2020,668,70.1,1007.2,986.3,10,8.3,14,18.1,95,75.9,0
29/08/2020,7,29,08,2020,646,58.7,1005.9,984.9,9.7,11,20,26,88,72,0.05
30/08/2020,1,30,08,2020,662,53.1,1011.5,990.1,10,6.8,13,17.1,79,64,0
31/08/2020,2,31,08,2020,698,56.3,1009.3,987.8,10,8.7,14,20,84.9,64.9,0
01/09/2020,3,01,09,2020,686,64.9,1010.6,989.2,9.4,6.5,11.1,999.9,81,69.1,0.11
02/09/2020,4,02,09,2020,583,61.2,1008,986.7,8.6,8.7,15.9,25.1,87.1,69.8,0.27
03/09/2020,5,03,09,2020,575,56.6,1007.6,986.3,10,11.7,22,34,88,66.9,0
04/09/2020,6,04,09,2020,652,43.6,1016.9,995.3,10,8.6,15.9,27,80.1,55.9,0
05/09/2020,7,05,09,2020,673,49.4,1020.8,999.1,10,9.9,18.1,28,82.9,64,0
06/09/2020,1,06,09,2020,648,57.1,1017.3,995.6,9.5,9.2,18.1,32.1,82,59,0.07
07/09/2020,2,07,09,2020,607,61.1,1008.8,987.6,10,11.3,17.1,28.9,79,66.9,0.41
08/09/2020,3,08,09,2020,547,58.4,1015.2,993.5,7.3,12.1,20,26,69.1,61,0.59
09/09/2020,4,09,09,2020,544,58.6,1021.8,999.7,8.5,9.4,14,21,66,60.8,0.74
10/09/2020,5,10,09,2020,565,55.2,1026.2,3.8,9.2,10.3,14,22.9,68,57.9,0.39
11/09/2020,6,11,09,2020,661,57.9,1024.7,2.5,8.6,9.1,12,999.9,69.1,61,0.16
12/09/2020,7,12,09,2020,563,62.2,1015.5,993.6,7.6,8.4,12,18.1,73,64,0
13/09/2020,1,13,09,2020,585,58.2,1015.8,994,10,7,11.1,18.1,75.9,61,0.34
14/09/2020,2,14,09,2020,591,56.2,1025.4,3.5,10,2.7,7,999.9,75,57,0.01
15/09/2020,3,15,09,2020,608,55.5,1024.1,2,10,6.5,12,17.1,78.1,59,0
16/09/2020,4,16,09,2020,621,55.2,1016.6,994.8,10,7.8,12,18.1,82.9,59,0
17/09/2020,5,17,09,2020,538,53.3,1018.6,996.7,9.8,12.8,18.1,25.1,81,62.1,0
18/09/2020,6,18,09,2020,578,41,1025.1,3,10,12.6,18.1,24.1,62.1,55,0
19/09/2020,7,19,09,2020,592,36.9,1028.2,5.5,10,5.2,8.9,999.9,64.9,46.9,0
20/09/2020,1,20,09,2020,604,39.2,1028.5,6,10,5.3,12,18.1,73,50,0
21/09/2020,2,21,09,2020,570,39.5,1027.6,5.3,10,6.5,9.9,17.1,75.2,52,0
22/09/2020,3,22,09,2020,546,48.7,1022.1,0,10,5.5,8.9,999.9,79,55,0
23/09/2020,4,23,09,2020,639,54.5,1017.1,995.2,10,5.9,9.9,999.9,79,57.9,0
24/09/2020,5,24,09,2020,573,53.2,1013.8,992,10,6.6,12,19,79,55.9,0
25/09/2020,6,25,09,2020,682,52.6,1013.4,991.7,10,6.8,13,22,81,59,0
26/09/2020,7,26,09,2020,632,58.5,1009.2,987.4,9.7,11,17.1,26,78.1,62.6,0
27/09/2020,1,27,09,2020,654,56.6,1005.7,984.2,10,11.1,18.1,27,78.1,66,0
28/09/2020,2,28,09,2020,549,49,1008.2,986.1,9.3,8.7,14,22,66.9,53.1,0.3
29/09/2020,3,29,09,2020,521,44,1010.9,988.5,10,7,14,18.1,61,45,0.03
30/09/2020,4,30,09,2020,583,43.5,1004.6,982.5,10,11.9,22,34,68,51.1,0
01/10/2020,5,01,10,2020,654,40.8,1014.2,991.9,10,8.5,15.9,22.9,60.1,48,0
02/10/2020,6,02,10,2020,554,36.1,1021.5,998.7,10,7.4,15,18.1,55.9,43,0.27
03/10/2020,7,03,10,2020,608,35.5,1022.1,999.3,10,4.7,8,999.9,57,46,0
04/10/2020,1,04,10,2020,584,38.6,1022.2,999.4,9.7,8.3,15,18.1,57,43,0.2
05/10/2020,2,05,10,2020,568,32.1,1023.1,0.2,10,6.3,15.9,27,63,36,0.04
06/10/2020,3,06,10,2020,596,39.6,1013.3,991,10,10.4,17.1,25.1,75,51.1,0
07/10/2020,4,07,10,2020,616,43.9,1010.8,989,10,9.2,14,22.9,75.9,57.9,0
08/10/2020,5,08,10,2020,563,44.6,1019.7,997.6,10,4,12,999.9,70,50,0
09/10/2020,6,09,10,2020,657,45.7,1015.7,993.4,9.6,9.1,20,28.9,82,51.1,0
10/10/2020,7,10,10,2020,679,55.7,1010.7,989.3,10,10.4,15,22.9,77,59,0
11/10/2020,1,11,10,2020,653,51.2,1014.1,992.1,10,8.4,12,999.9,68,57,0
12/10/2020,2,12,10,2020,578,55,1008.9,985.8,8.7,10.3,22,31.1,66.9,55,0
13/10/2020,3,13,10,2020,592,37.1,1015.7,993.3,10,9.3,22,32.1,73,44.1,0.29
14/10/2020,4,14,10,2020,654,35.3,1011.1,988.8,10,9.8,22,36.9,78.1,46.9,0
15/10/2020,5,15,10,2020,647,33.5,1009.1,987.4,10,13.2,22.9,31.1,75.9,48.9,0
16/10/2020,6,16,10,2020,570,23.9,1021.2,998.2,10,9.2,17.1,27,55,36,0
17/10/2020,7,17,10,2020,621,26.1,1019.5,996.6,10,11.8,22.9,40,64.9,37.9,0
18/10/2020,1,18,10,2020,561,33.5,1016.9,995.1,9.8,10.5,18.1,28,62.1,41,0
19/10/2020,2,19,10,2020,529,35.5,1024.5,1.1,9.7,6.2,13,18.1,52,39.9,0.21
20/10/2020,3,20,10,2020,556,38,1023.1,999.9,9.1,8.2,12,999.9,55,41,0.05
21/10/2020,4,21,10,2020,582,43.4,1020.7,997,7.7,7.5,14,21,57.9,46,0.14
22/10/2020,5,22,10,2020,607,51.9,1016.5,995.6,5.6,9.3,14,21,79,48,2.47
23/10/2020,6,23,10,2020,584,53.4,1012.2,990.6,8.7,11.8,18.1,24.1,73.9,44.6,0.07
24/10/2020,7,24,10,2020,557,29.9,1025,1.7,10,9,14,22.9,46.9,35.1,0.49
25/10/2020,1,25,10,2020,653,32.6,1023,999.9,10,10.2,13,18.1,46.9,39.9,0
26/10/2020,2,26,10,2020,547,32,1023.6,0.7,9.1,10.2,15,21,46,34,0
27/10/2020,3,27,10,2020,518,28.6,1026.4,3.1,7.5,5.2,8,999.9,37.9,33.1,0.01
28/10/2020,4,28,10,2020,550,27,1019.2,995.8,10,7.8,12,19,51.1,32,0.07
29/10/2020,5,29,10,2020,582,34.2,1012.8,989.9,10,11,21,32.1,50,41,0
30/10/2020,6,30,10,2020,620,22,1023.6,0.4,10,8.1,15.9,22.9,44.1,30,0
31/10/2020,7,31,10,2020,626,28,1024.2,0.7,10,8.8,18.1,31.1,59,32,0
01/11/2020,1,01,11,2020,698,24.1,1017.6,995.1,10,17.4,25.1,39,55.9,36,0.01
02/11/2020,2,02,11,2020,605,16.5,1027.3,3.6,10,9.3,18.1,26,51.1,28,0
03/11/2020,3,03,11,2020,618,28.9,1019.1,996.2,10,8,13,20,70,37.9,0
04/11/2020,4,04,11,2020,661,39.5,1017.8,995.5,10,11.3,18.1,28,75,48.9,0
05/11/2020,5,05,11,2020,646,41.7,1019.3,997.1,10,10.7,14,22.9,71.1,57,0
06/11/2020,6,06,11,2020,670,44.8,1021,998.7,10,8.2,14,21,73.9,48.9,0
07/11/2020,7,07,11,2020,623,44.5,1020.7,998.5,10,9,12,25.1,72,52,0
08/11/2020,1,08,11,2020,597,49.9,1021.4,999.3,10,7.2,15,22.9,77,54,0
09/11/2020,2,09,11,2020,625,55.3,1018.2,996.4,10,8.8,15,27,75.9,63,0
10/11/2020,3,10,11,2020,601,58.5,1009.2,987,10,14.3,33,53,73.9,62.6,0
11/11/2020,4,11,11,2020,489,33.4,1015.4,991.4,9.6,13.4,25.1,41,62.1,35.1,0.74
12/11/2020,5,12,11,2020,522,30.3,1020.7,997.5,10,5.5,11.1,17.1,53.1,35.1,0
13/11/2020,6,13,11,2020,533,28,1020,997.2,10,7.4,14,20,48,33.8,0
14/11/2020,7,14,11,2020,474,25.9,1019.5,994.8,10,7.8,15.9,22.9,46,28.9,0
15/11/2020,1,15,11,2020,523,38.1,1001.6,978.3,9.1,18.6,32.1,60,55,39.2,0.29
16/11/2020,2,16,11,2020,520,23.9,1017.6,994.4,10,11.9,27,42.9,48,32,0.04
17/11/2020,3,17,11,2020,504,19.9,1027.6,4.5,10,11.7,19,28,46.9,30,0
18/11/2020,4,18,11,2020,506,21,1031.5,7.8,10,8.5,20,31.1,51.1,35.1,0
19/11/2020,5,19,11,2020,522,27.3,1017,994.2,10,16.7,25.1,35.9,66,45,0
20/11/2020,6,20,11,2020,647,36.3,1020.6,998.5,10,12.5,21,35,64,53.1,0
21/11/2020,7,21,11,2020,537,31.4,1032.6,9.5,9.9,6.7,9.9,999.9,54,39,0
22/11/2020,1,22,11,2020,512,33.9,1025.9,2.5,9.9,5.2,8.9,999.9,46,39.9,0
23/11/2020,2,23,11,2020,539,29.2,1025.1,1.9,10,5.7,9.9,999.9,46,33.1,0.02
24/11/2020,3,24,11,2020,511,31.3,1022.8,999.7,6.3,7.9,13,21,43,33.1,0.09
25/11/2020,4,25,11,2020,487,42,1010.2,987,4.5,7,12,19,46.9,43,0.34
26/11/2020,5,26,11,2020,395,39.2,1014.4,991,7.2,8.8,15,21,46.4,42.1,0.32
27/11/2020,6,27,11,2020,579,35.1,1019.1,996,7.9,6.4,11.1,999.9,45,37.9,0
28/11/2020,7,28,11,2020,493,25.8,1021.4,998,10,7.7,13,22,50,28,0
29/11/2020,1,29,11,2020,536,31.2,1016,992.9,10,9,15,20,51.1,36,0
30/11/2020,2,30,11,2020,495,20.2,1015.5,992.3,10,16.9,21,32.1,43,30,0
01/12/2020,3,01,12,2020,613,16.2,1018.4,994.7,10,11.1,19,26,34,26.1,0
